170130.79,0.0093,0.3319,0.6588
170824.1299,0.0306,0.3668,0.6026
172547.0845,0.0827,0.2892,0.6281
173843.2066,0.1238,0.2415,0.6347
170229.8302,0.0114,0.2266,0.762
170690.1849,0.0255,0.2276,0.7469
172212.2918,0.0723,0.2,0.7276
174587.0321,0.1447,0.2538,0.6016
170111.8495,0.0069,0.1501,0.843
171234.6942,0.0411,0.1553,0.8035
173154.3122,0.1005,0.1609,0.7386
173686.0403,0.1179,0.1961,0.6859
170366.756,0.013,0.0861,0.9008
170724.135,0.0244,0.1164,0.8592
173329.0923,0.1048,0.1393,0.7559
173667.3099,0.1158,0.1752,0.709
170310.2695,0.0103,0.0384,0.9514
171464.73,0.0467,0.0677,0.8855
172192.4629,0.0692,0.0924,0.8384
173830.6304,0.1194,0.1479,0.7326
171150.7828,0.0406,0.3228,0.6365
171425.0418,0.0487,0.3539,0.5974
175247.519,0.1649,0.2758,0.5593
171133.6827,0.038,0.1743,0.7878
171556.3888,0.0514,0.2047,0.7439
174873.97,0.1522,0.234,0.6138
171654.7089,0.0519,0.0588,0.8893
171701.3311,0.0543,0.0833,0.8624
174228.9934,0.1318,0.1723,0.6959
174285.6488,0.1366,0.2756,0.5878
175355.0787,0.1668,0.2955,0.5377
178288.4952,0.2543,0.305,0.4407
172989.0507,0.0959,0.1948,0.7093
174224.063,0.1343,0.2289,0.6368
178550.6858,0.2637,0.288,0.4482
173363.4611,0.1053,0.1328,0.7619
174612.7137,0.1442,0.1737,0.6821
177816.1555,0.2406,0.2661,0.4934
174792.2475,0.1515,0.2094,0.6391
174995.5192,0.1556,0.2548,0.5896
179084.7977,0.2785,0.2936,0.4279
174544.5287,0.1424,0.1869,0.6707
176119.4283,0.1904,0.2058,0.6038
178064.0609,0.2499,0.3434,0.4067
173685.2949,0.1166,0.1606,0.7228
175508.4651,0.1719,0.2074,0.6208
178744.8314,0.267,0.2896,0.4434
170233.3549,0.0073,0.013,0.9797
170576.0707,0.0181,0.0274,0.9545
171869.2164,0.0587,0.073,0.8683
172694.8544,0.0845,0.0998,0.8157
174141.4778,0.1294,0.149,0.7215
176669.2421,0.2072,0.2391,0.5538
177234.8872,0.2244,0.2589,0.5167
177905.2479,0.2448,0.2819,0.4733
178705.956,0.2691,0.3083,0.4226
179644.6508,0.2973,0.3326,0.3701
170044.0677,0.0076,0.4791,0.5133
171148.5167,0.0409,0.3997,0.5594
174427.5914,0.14,0.2802,0.5797
175871.1329,0.1855,0.2197,0.5948
173413.7257,0.1096,0.4252,0.4652
176302.4695,0.1976,0.3034,0.499
176732.5285,0.2105,0.2883,0.5013
176935.7441,0.2161,0.3581,0.4257
178738.048,0.2677,0.3148,0.4174
180326.0632,0.3153,0.3245,0.3602
170321.3826,0.0155,0.4469,0.5376
175214.9856,0.164,0.3567,0.4792
170203.5764,0.012,0.405,0.5831
176074.5541,0.1909,0.3816,0.4276
171860.4302,0.0632,0.4392,0.4976
170869.5146,0.0319,0.4325,0.5356
177171.8932,0.2207,0.3291,0.4503
176959.5338,0.216,0.272,0.512
175487.5135,0.1693,0.3743,0.4564
177944.2331,0.242,0.2747,0.4833
175071.7675,0.1598,0.3744,0.4658
172447.0447,0.0796,0.4352,0.4852
175445.7551,0.1648,0.184,0.6512
174843.0286,0.1482,0.1906,0.6612
172593.8042,0.0811,0.1477,0.7712
174967.3847,0.1516,0.2901,0.5583
175700.1187,0.1741,0.3439,0.482
171796.9562,0.0596,0.4306,0.5099
173649.1321,0.1154,0.3826,0.502
173319.0818,0.1046,0.4155,0.4799
172680.6691,0.0846,0.2835,0.6319
171939.6196,0.0617,0.2527,0.6855
172927.1826,0.0938,0.3327,0.5736
174058.1015,0.1267,0.3665,0.5068
179414.6991,0.2878,0.3544,0.3578
179844.4568,0.2995,0.3434,0.3571
175718.7172,0.1762,0.3005,0.5234
173939.1268,0.1229,0.2686,0.6085
171269.9864,0.0422,0.2545,0.7032
171752.8617,0.0577,0.3425,0.5998
174961.0917,0.1564,0.2953,0.5482
175412.6562,0.168,0.3347,0.4973
175221.5146,0.1633,0.3642,0.4724
181267.0972,0.3319,0.0093,0.6588
182387.2347,0.3668,0.0306,0.6026
179525.6412,0.2892,0.0827,0.6281
177724.3952,0.2415,0.1238,0.6347
177720.2534,0.2266,0.0114,0.762
177661.3005,0.2276,0.0255,0.7469
176617.8601,0.2,0.0723,0.7276
178293.191,0.2538,0.1447,0.6016
175098.2418,0.1501,0.0069,0.843
175218.6239,0.1553,0.0411,0.8035
175214.0419,0.1609,0.1005,0.7386
176276.2161,0.1961,0.1179,0.6859
172927.2135,0.0861,0.013,0.9008
173905.0687,0.1164,0.0244,0.8592
174535.6859,0.1393,0.1048,0.7559
175621.2827,0.1752,0.1158,0.709
171285.2358,0.0384,0.0103,0.9514
172212.8472,0.0677,0.0467,0.8855
172997.8647,0.0924,0.0692,0.8384
174703.2574,0.1479,0.1194,0.7326
180912.6706,0.3228,0.0406,0.6365
181943.9628,0.3539,0.0487,0.5974
178978.2857,0.2758,0.1649,0.5593
175843.7556,0.1743,0.038,0.7878
176817.098,0.2047,0.0514,0.7439
177583.9756,0.234,0.1522,0.6138
171902.9913,0.0588,0.0519,0.8893
172731.0609,0.0833,0.0543,0.8624
175521.1635,0.1723,0.1318,0.6959
178950.5077,0.2756,0.1366,0.5878
179584.9614,0.2955,0.1668,0.5377
180018.7769,0.305,0.2543,0.4407
176253.6589,0.1948,0.0959,0.7093
177457.2925,0.2289,0.1343,0.6368
179377.3932,0.288,0.2637,0.4482
174267.9156,0.1328,0.1053,0.7619
175586.2225,0.1737,0.1442,0.6821
178698.575,0.2661,0.2406,0.4934
176648.1022,0.2094,0.1515,0.6391
178151.415,0.2548,0.1556,0.5896
179594.5802,0.2936,0.2785,0.4279
175996.9241,0.1869,0.1424,0.6707
176620.4969,0.2058,0.1904,0.6038
181264.2335,0.3434,0.2499,0.4067
175152.5227,0.1606,0.1166,0.7228
176707.5869,0.2074,0.1719,0.6208
179478.3898,0.2896,0.267,0.4434
170420.1695,0.013,0.0073,0.9797
170883.2482,0.0274,0.0181,0.9545
172326.6913,0.073,0.0587,0.8683
173194.0728,0.0998,0.0845,0.8157
174817.8545,0.149,0.1294,0.7215
177802.1027,0.2391,0.2072,0.5538
178458.5618,0.2589,0.2244,0.5167
179221.4435,0.2819,0.2448,0.4733
180099.4093,0.3083,0.2691,0.4226
180892.6036,0.3326,0.2973,0.3701
186096.9789,0.4791,0.0076,0.5133
182924.038,0.3997,0.0409,0.5594
179067.5805,0.2802,0.14,0.5797
177037.9626,0.2197,0.1855,0.5948
183954.7133,0.4252,0.1096,0.4652
179814.5698,0.3034,0.1976,0.499
